file,line,kind,label,binding,apiFamily,source
"src/pages/CustomerDetailPage.tsx","237","display","""OTC费率""","{metrics.otcFeeConfig}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","243","display","{`账户关系 ${subAccounts.length}`}","""overview""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","244","display","{`卡片 ${scoped.cardsTotal}`}","""cards""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","245","display","{`交易 ${scoped.transactionsTotal}`}","""transactions""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","246","display","""资金流水""","""funds""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","247","display","""数字资产""","""digital""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","248","display","""OTC""","""otc""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","249","display","""授信记录""","""credit""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","250","display","{`风险 ${scoped.risk.length}`}","""risk""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","273","display","""风险等级""","{pickValue(risk, ['riskLevelLabel', 'riskLevel'])}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","274","display","""资金使用率""","{`${String(pickValue(risk, ['fundUsagePercent'], 0))}%`}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","275","display","""实际剩余""","{formatAmount(risk.actualRemainingAvailableAmount)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","276","display","""自有资金""","{formatAmount(risk.ownFundsTotalAmount)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","277","display","""真实授信缺口""","{formatAmount(risk.realCreditGapAmount)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomerDetailPage.tsx","278","display","""命中规则""","{risk.matchedRules}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","55","table-column","'主账户'","'account' | (_, row) => String(pickValue(row, ['nickname', 'nick_name', 'customerName', 'email', 'id']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","63","table-column","'邮箱'","'email' | (_, row) => String(pickValue(row, ['email', 'customerEmail']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","70","table-column","'状态'","'status' | ({ row }) => <StatusChip value={pickValue(row, ['statusLabel', 'status'])} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","76","table-column","'子账户'","'subAccounts' | (_, row) => formatNumber(pickValue(row, ['subAccountCount'], 0))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","84","table-column","'卡片'","'cards' | (_, row) => formatNumber(pickValue(row, ['totalCardCount', 'cardCount'], 0))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","92","table-column","'卡片余额'","'cardBalance' | (_, row) => formatAmount(pickValue(row, ['totalCardBalance', 'cardBalance'], 0))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","100","table-column","'授信'","'credit' | ({ row }) => ( <Chip size=""small"" label={Number(pickValue(row, ['isCreditAccount'], 0)) === 1 ? '授信' : '非授信'} variant=""outlined"" /> )","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","105","display","{Number(pickValue(row, ['isCreditAccount'], 0)) === 1 ? '授信' : '非授信'}","","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","112","table-column","'最近活跃'","'lastActive' | (_, row) => formatDateTime(pickValue(row, ['lastActiveTime']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","139","input/filter","""客户名称或ID""","{keyword}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","140","input/filter","""客户邮箱""","{email}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CustomersPage.tsx","141","input/filter","""状态""","{status}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/EntityAnalyticsPage.tsx","94","table-column","'交易号'","'id' | (_, row) => String(pickValue(row, ['billId', 'id']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/EntityAnalyticsPage.tsx","95","table-column","'商户/说明'","'merchant' | (_, row) => String(pickValue(row, ['merchantName', 'tradeDetail']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/EntityAnalyticsPage.tsx","96","table-column","'卡片'","'card' | (_, row) => maskCard(pickValue(row, ['cardNoMasked', 'cardNo', 'cardId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/EntityAnalyticsPage.tsx","97","table-column","'状态'","'status' | ({ row }) => <StatusChip value={pickValue(row, ['tradeStatusLabel', 'tradeStatus'])} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/EntityAnalyticsPage.tsx","98","table-column","'金额'","'amount' | (_, row) => formatAmount(row.amount, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/EntityAnalyticsPage.tsx","99","table-column","'完成时间'","'time' | (_, row) => formatDateTime(pickValue(row, ['finishTime', 'createTime']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/EntityAnalyticsPage.tsx","129","display","""关联交易""","{formatNumber(state.rows.length)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/EntityAnalyticsPage.tsx","130","display","""交易金额""","{formatAmount(model.amount)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/EntityAnalyticsPage.tsx","131","display","""交易成功率""","{formatPercent(model.succeeded, state.rows.length)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/EntityAnalyticsPage.tsx","132","display","""风险记录""","{formatNumber(state.risks.length)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/LoginPage.tsx","44","input/filter","""验证器""","{factor || factors[0].uid}","Firebase SDK 或 /admin-api/login","按模式分流"
"src/pages/LoginPage.tsx","45","input/filter","{t('验证码')}","{code}","Firebase SDK 或 /admin-api/login","按模式分流"
"src/pages/LoginPage.tsx","47","input/filter","{usesFirebaseAuth ? t('邮箱地址') : t('用户名')}","{email}","Firebase SDK 或 /admin-api/login","按模式分流"
"src/pages/LoginPage.tsx","48","input/filter","{t('密码')}","{password}","Firebase SDK 或 /admin-api/login","按模式分流"
"src/pages/ReconciliationCasePage.tsx","65","table-column","'交易号'","'bill' | (_, row) => String(pickValue(row, ['billId', 'id']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationCasePage.tsx","66","table-column","'卡片'","'card' | (_, row) => maskCard(pickValue(row, ['cardNoMasked', 'cardId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationCasePage.tsx","67","table-column","'商户'","'merchant' | (_, row) => String(pickValue(row, ['merchantName', 'tradeDetail']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationCasePage.tsx","68","table-column","'金额'","'amount' | (_, row) => formatAmount(row.amount, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationCasePage.tsx","69","table-column","'结果'","'status' | (_, row) => String(pickValue(row, ['tradeStatusLabel', 'tradeStatus']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationCasePage.tsx","70","table-column","'时间'","'time' | (_, row) => formatDateTime(pickValue(row, ['finishTime', 'createTime']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationCasePage.tsx","88","display","""严重程度""","{currentCase.severity}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationCasePage.tsx","89","display","""账面应有""","{currentCase.kind === 'transaction' ? '-' : formatAmount(currentCase.expected)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationCasePage.tsx","90","display","{currentCase.kind === 'transaction' ? '交易金额' : '实际读取'}","{formatAmount(currentCase.kind === 'transaction' ? currentCase.suspiciousAmount : currentCase.actual)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationCasePage.tsx","91","display","""未解释差异""","{currentCase.kind === 'transaction' ? '待核验' : formatAmount(currentCase.variance)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","21","display","{value}","","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","50","table-column","'核对关口'","'name' | ","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","51","table-column","'数据源'","'source' | ","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","52","table-column","'应有金额'","'expected' | (_, row) => formatAmount(row.expected)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","53","table-column","'实有/合计'","'actual' | (_, row) => formatAmount(row.actual)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","54","table-column","'差异'","'variance' | (_, row) => formatAmount(row.variance)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","55","table-column","'覆盖率'","'coverage' | (_, row) => formatPercent(Math.round(numberValue(row.coverage) * 100), 100)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","56","table-column","'结论'","'status' | ({ row }) => <Status value={String(row.status)} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","60","table-column","'通道'","'channel' | (_, row) => String(row.channelName || '-')","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","61","table-column","'资金池账户'","'account' | (_, row) => String(pickValue(row, ['accountName', 'accountId', 'apiAccountId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","62","table-column","'账面应有'","'expected' | (_, row) => row.mapped ? formatAmount(row.expectedBalance, String(row.currency || 'USD')) : '未映射'","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","63","table-column","'渠道实有'","'actual' | (_, row) => formatAmount(row.actualBalance, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","64","table-column","'差异'","'variance' | (_, row) => row.mapped ? formatAmount(row.variance, String(row.currency || 'USD')) : '-'","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","65","table-column","'快照时间'","'snapshot' | (_, row) => formatDateTime(row.snapshotAt)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","66","table-column","'核对状态'","'status' | ({ row }) => <Status value={String(row.status)} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","70","table-column","'等级'","'severity' | ({ row }) => <Status value={String(row.severity)} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","71","table-column","'调查事项'","'title' | ","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","72","table-column","'类型'","'kind' | (_, row) => ({ balance: '账实差异', channel: '渠道差异', 'data-quality': '数据缺口', transaction: '可疑交易' }[String(row.kind)] || row.kind)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","73","table-column","'账实差异'","'variance' | (_, row) => numberValue(row.variance) ? formatAmount(row.variance) : '-'","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","74","table-column","'可疑金额'","'suspiciousAmount' | (_, row) => numberValue(row.suspiciousAmount) ? formatAmount(row.suspiciousAmount) : '-'","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","75","table-column","'证据置信度'","'confidence' | ","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","76","table-column","'下一步'","'nextStep' | ","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","80","table-column","'等级'","'severity' | ({ row }) => <Status value={String(row.severity)} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","81","table-column","'交易号'","'billId' | ","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","82","table-column","'卡片'","'card' | (_, row) => maskCard(pickValue(row, ['cardNoMasked', 'cardId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","83","table-column","'商户'","'merchant' | ","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","84","table-column","'金额'","'amount' | (_, row) => formatAmount(row.amount, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","85","table-column","'调查分'","'score' | ","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","86","table-column","'命中证据'","'signals' | (_, row) => Array.isArray(row.signals) ? row.signals.join('；') : '-'","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","87","table-column","'发生时间'","'time' | (_, row) => formatDateTime(row.occurredAt)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","114","display","""对账结论""","{model.status}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","115","display","""最大未解释差异""","{formatAmount(model.maxUnexplainedVariance)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","116","display","""渠道账面 / 实有""","{formatAmount(model.totals.channelActual)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","117","display","""高等级可疑交易""","{formatNumber(criticalFraud.length)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReconciliationPage.tsx","118","display","""数据可信度""","{model.quality.confidence}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","35","table-column","'账户'","'account' | (_, row) => String(pickValue(row, ['email', 'userId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","36","table-column","'类型'","'type' | (_, row) => String(pickValue(row, ['accountTypeLabel', 'accountType']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","37","table-column","'法币可用'","'fiat' | (_, row) => formatAmount(row.fiatAvailableAmount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","38","table-column","'数字资产'","'digital' | (_, row) => formatAmount(row.digitalAvailableAmount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","39","table-column","'卡片余额'","'card' | (_, row) => formatAmount(row.cardAvailableAmount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","40","table-column","'账面剩余'","'book' | (_, row) => formatAmount(row.bookRemainingAmount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","41","table-column","'卡实际消费'","'consumption' | (_, row) => formatAmount(row.cardActualConsumptionAmount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","42","table-column","'实际授信'","'credit' | (_, row) => formatAmount(row.realCreditLimitAmount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","46","table-column","'通道'","'channel' | (_, row) => String(pickValue(row, ['channelName']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","47","table-column","'通道账户'","'name' | (_, row) => String(pickValue(row, ['accountName', 'accountId', 'apiAccountId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","48","table-column","'币种'","'currency' | (_, row) => String(pickValue(row, ['currency']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","49","table-column","'可用余额'","'available' | (_, row) => formatAmount(row.availableBalance, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","50","table-column","'冻结余额'","'frozen' | (_, row) => formatAmount(row.frozenBalance, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","51","table-column","'累计消费'","'spend' | (_, row) => formatAmount(row.totalSpend, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","52","table-column","'拉取状态'","'status' | ({ row }) => <StatusChip value={row.fetchStatus} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","53","table-column","'快照时间'","'snapshot' | (_, row) => formatDateTime(row.snapshotTimeText)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","90","display","""资金来源""","{formatAmount(totals.fundsSourceAmount)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","91","display","""当前剩余""","{formatAmount(pickValue(remaining, ['bookRemainingAmount', 'totalAmount']))}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","92","display","""已确认收入""","{formatAmount(pickValue(income, ['grossIncomeAmount', 'totalAmount']))}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/ReportsPage.tsx","93","display","""当前资金对账""","{String(pickValue(reconciliation, ['confirmedText', 'expectedText']))}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","35","table-column","'发生时间'","'time' | (_, row) => formatDateTime(row.occurredAt)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","36","table-column","'收入项目'","'type' | (_, row) => String(row.revenueTypeLabel)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","37","table-column","'金额'","'amount' | (_, row) => formatAmount(row.amount, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","38","table-column","'状态'","'status' | (_, row) => String(row.statusLabel)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","39","table-column","'来源单号'","'source' | (_, row) => String(row.sourceRef)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","54","display","""收入金额""","{formatAmount(event.amount, event.currency)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","55","display","""确认状态""","{event.statusLabel}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","56","display","""归属账户""","{event.userId || '-'}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","57","display","""数据粒度""","{event.granularity === 'event' ? '逐笔' : '账户汇总'}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","61","display","""收入事件ID""","{event.id}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","62","display","""来源单号""","{event.sourceRef}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","63","display","""发生时间""","{formatDateTime(event.occurredAt)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","64","display","""确认时间""","{formatDateTime(event.recognizedAt)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","65","display","""关联卡片""","{event.cardId ? maskCard(pickValue(event, ['cardNoMasked', 'cardId'])) : '-'}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenueEventPage.tsx","66","display","""币种""","{event.currency}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenuePage.tsx","21","display","{value}","","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenuePage.tsx","40","table-column","'收入发生时间'","'time' | (_, row) => formatDateTime(row.occurredAt)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenuePage.tsx","41","table-column","'收入项目'","'type' | (_, row) => String(row.revenueTypeLabel)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenuePage.tsx","42","table-column","'收入金额'","'amount' | (_, row) => formatAmount(row.amount, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenuePage.tsx","43","table-column","'确认状态'","'status' | ({ row }) => <RevenueStatus value={String(row.statusLabel)} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenuePage.tsx","44","table-column","'归属账户'","'account' | (_, row) => String(pickValue(row, ['userEmail', 'userId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/RevenuePage.tsx","45","table-column","'关联卡片'","'card' | (_, row) => row.cardId ? maskCard(pickValue(row, ['cardNoMasked', 'cardId'])) : '-'","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
